id,anneeMagistrature,magistrature,occurence,prenom,nom,surnom,genName,titres_roles,corps civique,corporation,poele,page,colonne,ligne
aves_aa_4R_1449_0021,1449,conseiller_des_tanneurs,Claus Duntzenheim,claus,duntzenheim,,,,echevinat,corporation_des_tanneurs,,180,,10
aves_aa_4R_1449_0022,1449,conseiller_des_cabaretiers,Stoffelus Brùder,stoffelus,bruder,,,,echevinat,corporation_des_cabaretiers,,180,,11
aves_aa_4R_1449_0023,1449,conseiller_des_maçons,Friderich Kacheler,friedrich,kacheler,,,,echevinat,corporation_des_maçons,,180,,12
aves_aa_4R_1449_0024,1449,conseiller_des_forgerons,her Heinrich Meyger altammeister,heinrich,meiger,,,"['her', 'altammeister']",echevinat,corporation_des_forgerons,,180,,13
aves_aa_4R_1449_0025,1449,conseiller_des_tailleurs,Hanns Hùsse,johanns,hüss,,,,echevinat,corporation_des_tailleurs,,180,,21
aves_aa_4R_1449_0026,1449,conseiller_des_bateliers,Caspar Doppeler,caspar,doppeler,,,,echevinat,corporation_des_bateliers,,180,,22
aves_aa_4R_1449_0027,1449,conseiller_des_pelletiers,Claus Wissensee,claus,wissensee,,,,echevinat,corporation_des_pelletiers,,180,,23
aves_aa_4R_1449_0028,1449,conseiller_des_charpentiers,Michel Ripel der jung,michel,rippel,,der junge,,echevinat,corporation_des_charpentiers,,180,,24
aves_aa_4R_1449_0029,1449,conseiller_des_crieurs_et_mesureurs_de_vin,Hanns Bosterer,johanns,bosterer,,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,,180,,25
aves_aa_4R_1449_0030,1449,conseiller_des_cordonniers,Heintz Floͤsse,heintz,flöss,,,,echevinat,corporation_des_cordonniers,,180,,26
aves_aa_4R_1449_0031,1449,conseiller_des_orfevres,Jacob Lowe,jacob,löwe,,,,echevinat,corporation_des_orfevres,,180,,27
aves_aa_4R_1449_0032,1449,conseiller_des_marchands_de_grains,Heinrich Griffe,heinrich,griffe,,,,echevinat,corporation_des_marchands_de_grains,,180,,28
aves_aa_4R_1449_0033,1449,conseiller_des_jardiniers,Hanns Spete,johanns,spete,,,,echevinat,corporation_des_jardiniers,,180,,29
aves_aa_4R_1449_0034,1449,conseiller_des_pêcheurs,Joͤrg Schertzheim,jerge,schertzheim,,,,echevinat,corporation_des_pêcheurs,,180,,30
aves_aa_4R_1449_0035,1449,conseiller_des_barbiers_et_baigneurs,Andres von Schiltingheim,andres,"schiltigheim, von",,,,echevinat,corporation_des_barbiers_et_baigneurs,,180,,31
aves_aa_4R_1449_0036,1449,conseiller_des_sauniers,Hanns Hirtzvelder,johanns,hirtzfelder,,,,echevinat,corporation_des_sauniers,,180,,32
aves_aa_4R_1449_0037,1449,conseiller_des_tisserands,Hanns von Wile,johanns,"wile, von",,,,echevinat,corporation_des_tisserands,,180,,33
aves_aa_4R_1449_0038,1449,conseiller_des_gourmets_et_courtiers,Hanns Seger,johanns,seger,,,,echevinat,corporation_des_gourmets_et_courtiers,,180,,34
aves_aa_4R_1449_0039,1449,conseiller_des_charrons,Claus Dritzehen,claus,dreitzehn,,,,echevinat,corporation_des_charrons,,180,,36
aves_aa_4R_1449_0040,1449,conseiller_des_regrattiers_cordiers_et_fruitiers,Hanns Hartung,johanns,hartung,,,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,,180,,2
aves_aa_4R_1449_0041,1449,conseiller_des_coltineurs_de_tonneaux,Symont Voͤrster,symont,förster,,,,echevinat,corporation_des_coltineurs_de_tonneaux,,180,,3
aves_aa_4R_1449_0042,1449,conseiller_des_constructeurs_de_bateaux,Hanns Ersam,johanns,ersam,,,,echevinat,corporation_des_constructeurs_de_bateaux,,180,,6
aves_aa_4R_1449_0043,1449,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,Hanns von Marckolsheim,johanns,"marckoltzheim, von",,,,echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,,180,,8
