id,anneeMagistrature,magistrature,occurence,prenom,nom,surnom,genName,titres_roles,corps civique,corporation,poele,page,colonne,ligne
aves_aa_4R_1441_0024,1441,conseiller_des_forgerons,Heinrich Meyer,heinrich,meiger,,,,echevinat,corporation_des_forgerons,,172,,24
aves_aa_4R_1441_0025,1441,conseiller_des_tailleurs,Hanns Zoller,johanns,zoller,,,,echevinat,corporation_des_tailleurs,,172,,25
aves_aa_4R_1441_0026,1441,conseiller_des_bateliers,Hanns Ammelung,johanns,ammelung,,,,echevinat,corporation_des_bateliers,,172,,26
aves_aa_4R_1441_0027,1441,conseiller_des_pelletiers,Diebolt Spirer,diebolt,spirer,,,,echevinat,corporation_des_pelletiers,,172,,27
aves_aa_4R_1441_0028,1441,conseiller_des_charpentiers,Erhart Winsticher,erhart,winsticher,,,,echevinat,corporation_des_charpentiers,,172,,28
aves_aa_4R_1441_0029,1441,conseiller_des_crieurs_et_mesureurs_de_vin,Hanns Hechde,johanns,hechde,,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,,172,,29
aves_aa_4R_1441_0030,1441,conseiller_des_cordonniers,Heintz Uͦsemberg,heintz,üsenberg,,,,echevinat,corporation_des_cordonniers,,172,,30
aves_aa_4R_1441_0031,1441,conseiller_des_orfevres,Jacob Friburger,jacob,freiburger,,,,echevinat,corporation_des_orfevres,,172,,31
aves_aa_4R_1441_0032,1441,conseiller_des_marchands_de_grains,Hanns Kesselring,johanns,kesselring,,,,echevinat,corporation_des_marchands_de_grains,,172,,32
aves_aa_4R_1441_0033,1441,conseiller_des_jardiniers,Claus Duntzenheim,claus,duntzenheim,,,,echevinat,corporation_des_jardiniers,,172,,33
aves_aa_4R_1441_0034,1441,conseiller_des_pêcheurs,Walther Hage zuͦm Kettener,walther,hage,"kettener, zum",,,echevinat,corporation_des_pêcheurs,,172,,34
aves_aa_4R_1441_0035,1441,conseiller_des_barbiers_et_baigneurs,Marx Rorer,marx,rohrer,,,,echevinat,corporation_des_barbiers_et_baigneurs,,172,,1
aves_aa_4R_1441_0036,1441,conseiller_des_sauniers,her Leonhart Trachenfeils altammeister,lienhart,trachenfeils,,,"['her', 'altammeister']",echevinat,corporation_des_sauniers,,172,,2
aves_aa_4R_1441_0037,1441,conseiller_des_tisserands,Peter von Korck,peter,"kork, von",,,,echevinat,corporation_des_tisserands,,172,,4
aves_aa_4R_1441_0038,1441,conseiller_des_gourmets_et_courtiers,Wilhelm von Schuttern,wilhelm,"schuttern, von",,,,echevinat,corporation_des_gourmets_et_courtiers,,172,,6
aves_aa_4R_1441_0039,1441,conseiller_des_charrons,Oberlin Treger,oberlin,träger,,,,echevinat,corporation_des_charrons,,172,,8
aves_aa_4R_1441_0040,1441,conseiller_des_regrattiers_cordiers_et_fruitiers,Hanns von Gemer,johanns,"gemersheim, von",,,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,,172,,10
aves_aa_4R_1441_0041,1441,conseiller_des_coltineurs_de_tonneaux,Gabriel,gabriel,,,,,echevinat,corporation_des_coltineurs_de_tonneaux,,172,,11
aves_aa_4R_1441_0042,1441,conseiller_des_constructeurs_de_bateaux,Hanns Hetteman,johanns,hettemann,,,,echevinat,corporation_des_constructeurs_de_bateaux,,172,,12
aves_aa_4R_1441_0043,1441,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,Claus Kempff der oleman,claus,kempf,,,['oleman'],echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,,172,,15
