id,anneeMagistrature,magistrature,occurence,prenom,nom,surnom,genName,titres_roles,corps civique,corporation,poele,page,colonne,ligne
aves_aa_4R_1409_0030,1409,conseiller_des_marchands,Berhtolt von Colmar,bechtolt,"colmar, von",,,,echevinat,corporation_des_marchands,,140,,30
aves_aa_4R_1409_0031,1409,conseiller_des_boulangers,Werlin von Hagenowe,wernher,"hagenau, von",,,,echevinat,corporation_des_boulangers,,140,,31
aves_aa_4R_1409_0032,1409,conseiller_des_bouchers,Wilhelm von Berse,wilhelm,"berse, von",,,,echevinat,corporation_des_bouchers,,140,,32
aves_aa_4R_1409_0033,1409,conseiller_des_drapiers,her Johanns Heilman,johanns,heilmann,,,['her'],echevinat,corporation_des_drapiers,,140,,33
aves_aa_4R_1409_0034,1409,conseiller_des_tonneliers,Claus Schanlit,claus,schanlit,,,,echevinat,corporation_des_tonneliers,,140,,34
aves_aa_4R_1409_0035,1409,conseiller_des_tanneurs,Claus Werde,claus,werde,,,,echevinat,corporation_des_tanneurs,,140,,35
aves_aa_4R_1409_0036,1409,conseiller_des_cabaretiers,Heinrich Kranich,heinrich,kranich,,,,echevinat,corporation_des_cabaretiers,,140,,36
aves_aa_4R_1409_0037,1409,conseiller_des_maçons,Lawlin Rülman,lauwel,ruhlmann,,,,echevinat,corporation_des_maçons,,140,,37
aves_aa_4R_1409_0038,1409,conseiller_des_forgerons,Steffan Sporer,stefan,sporer,,,,echevinat,corporation_des_forgerons,,140,,38
aves_aa_4R_1409_0039,1409,conseiller_des_tailleurs,Herman züm Überhang,hermann,"überhang, zum",,,,echevinat,corporation_des_tailleurs,,140,,1
aves_aa_4R_1409_0040,1409,conseiller_des_bateliers,her Peter Sunner,peter,sünner,,,['her'],echevinat,corporation_des_bateliers,,140,,2
aves_aa_4R_1409_0041,1409,conseiller_des_pelletiers,Johanns Michelin,johanns,michelin,,,,echevinat,corporation_des_pelletiers,,140,,3
aves_aa_4R_1409_0042,1409,conseiller_des_charpentiers,Heintz Lamp,heintz,lamb,,,,echevinat,corporation_des_charpentiers,,140,,4
aves_aa_4R_1409_0043,1409,conseiller_des_crieurs_et_mesureurs_de_vin,Jecklin Beildeck,jeckel,beildeck,,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,,140,,5
aves_aa_4R_1409_0044,1409,conseiller_des_cordonniers,Oberlin Hering,oberlin,herring,,,,echevinat,corporation_des_cordonniers,,140,,6
aves_aa_4R_1409_0045,1409,conseiller_des_orfevres,Claus Arge,claus,arge,,,,echevinat,corporation_des_orfevres,,140,,7
aves_aa_4R_1409_0046,1409,conseiller_des_marchands_de_grains,Claus Melbrü,claus,melbrühe,,,,echevinat,corporation_des_marchands_de_grains,,140,,8
aves_aa_4R_1409_0047,1409,conseiller_des_jardiniers,Hanseman Dübingheim,johanns,düpigheim,,,,echevinat,corporation_des_jardiniers,,140,,9
aves_aa_4R_1409_0048,1409,conseiller_des_pêcheurs,Swicker,schweicker,,,,,echevinat,corporation_des_pêcheurs,,140,,10
aves_aa_4R_1409_0049,1409,conseiller_des_barbiers_et_baigneurs,Hanseman bader inn Crutenowe,johanns,,"krutenau, in",,['bader'],echevinat,corporation_des_barbiers_et_baigneurs,,140,,11
aves_aa_4R_1409_0050,1409,conseiller_des_sauniers,Hanseman Saltzmütter der jung,johanns,saltzmütter,,der junge,,echevinat,corporation_des_sauniers,,140,,12
aves_aa_4R_1409_0051,1409,conseiller_des_tisserands,Heintz Messinger,heintz,messinger,,,,echevinat,corporation_des_tisserands,,140,,13
aves_aa_4R_1409_0052,1409,conseiller_des_gourmets_et_courtiers,Hanns Schenck,johanns,schenck,,,,echevinat,corporation_des_gourmets_et_courtiers,,140,,14
aves_aa_4R_1409_0053,1409,conseiller_des_charrons,Hug Dritzehen,hug,dreitzehn,,,,echevinat,corporation_des_charrons,,140,,15
aves_aa_4R_1409_0054,1409,conseiller_des_regrattiers_cordiers_et_fruitiers,Claus züm Hohenhuse an Steinstross,claus,"hohenhaus, zum","steinstrasse, an der",,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,,140,,16
aves_aa_4R_1409_0055,1409,conseiller_des_coltineurs_de_tonneaux,Claus Wilgotheim,claus,willgottheim,,,,echevinat,corporation_des_coltineurs_de_tonneaux,,140,,17
aves_aa_4R_1409_0056,1409,conseiller_des_constructeurs_de_bateaux,Hug Klye,hug,klige,,,,echevinat,corporation_des_constructeurs_de_bateaux,,140,,18
aves_aa_4R_1409_0057,1409,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,Hanns Dürninger der düchscherer,johanns,dürninger,,,['düchscherer'],echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,,140,,19
