,magistrature,AnnéeMagistrature,prénom,nom,surnom,genName,corps civique,corporation,prénomNN,nomNN,surnomNN,NomCompletNN
30,conseiller_des_boulangers,1406,Küntz,Gerter,,,echevinat,corporation_des_boulangers,Cüntze,Gerter,,Cüntze Gerter
31,conseiller_des_bouchers,1406,Peter,Müseler,,,echevinat,corporation_des_bouchers,Peter,Museler,,Peter Museler
32,conseiller_des_drapiers,1406,Claus,Spielmann,,,echevinat,corporation_des_drapiers,Claus,Spilman,,Claus Spilman
33,conseiller_des_tonneliers,1406,Claus,Schanlit,,,echevinat,corporation_des_tonneliers,Claus,Schanlit,,Claus Schanlit
34,conseiller_des_tanneurs,1406,Johanns,Hanseler,,,echevinat,corporation_des_tanneurs,Johans,Hanseler,,Johans Hanseler
35,conseiller_des_cabaretiers,1406,Johanns,Kraft,,,echevinat,corporation_des_cabaretiers,Johans,Krafft,,Johans Krafft
36,conseiller_des_maçons,1406,Mewus,Kindelin,,,echevinat,corporation_des_maçons,Mewus,Kindelin,,Mewus Kindelin
37,conseiller_des_forgerons,1406,Stefan,Sporer,,,echevinat,corporation_des_forgerons,Steffan,Sporer,,Steffan Sporer
38,conseiller_des_tailleurs,1406,Hermann,"Überhang, zum",,,echevinat,corporation_des_tailleurs,Herman,zum Überhange,,Herman zum Überhange
39,conseiller_des_bateliers,1406,Johanns,Meiger,,,echevinat,corporation_des_bateliers,Hans,Meiger,,Hans Meiger
40,conseiller_des_pelletiers,1406,Götze,"Hagenau, von",,,echevinat,corporation_des_pelletiers,Götze,von Hagenowe,,Götze von Hagenowe
41,conseiller_des_charpentiers,1406,Heitz,Lamb,,,echevinat,corporation_des_charpentiers,Heitzman,Lamp,,Heitzman Lamp
42,conseiller_des_cordonniers,1406,Oberlin,Herring,,,echevinat,corporation_des_cordonniers,Oberlin,Hering,,Oberlin Hering
43,conseiller_des_orfevres,1406,Hug,Seifenmacher,,,echevinat,corporation_des_orfevres,Hug,Seyffenmachen,,Hug Seyffenmachen
44,conseiller_des_marchands_de_grains,1406,Ulrich,Hühnerer,,,echevinat,corporation_des_marchands_de_grains,Ülrich,Hünrer,,Ülrich Hünrer
45,conseiller_des_jardiniers,1406,Johanns,Grossstein,,,echevinat,corporation_des_jardiniers,Hans,Grostein,,Hans Grostein
46,conseiller_des_pêcheurs,1406,Küntz,Mönchlin,,,echevinat,corporation_des_pêcheurs,Cüntze,Mönchelin,,Cüntze Mönchelin
47,conseiller_des_barbiers_et_baigneurs,1406,Hensel,Stollhofen,,,echevinat,corporation_des_barbiers_et_baigneurs,Henselin,Stolhofen,,Henselin Stolhofen
48,conseiller_des_sauniers,1406,Ulrich,Gosse,,,echevinat,corporation_des_sauniers,Ülrich,Gosse,,her Ülrich Gosse
49,conseiller_des_tisserands,1406,Johanns,Frei,,,echevinat,corporation_des_tisserands,Hans,Frye,,Hans Frye
50,conseiller_des_gourmets_et_courtiers,1406,Walther,Schrotbanck,,,echevinat,corporation_des_gourmets_et_courtiers,Walther,Schrotbanck,,Walther Schrotbanck
51,conseiller_des_charrons,1406,Peter,Gosse,,,echevinat,corporation_des_charrons,Peter,Gosse,,Peter Gosse
52,conseiller_des_regrattiers_cordiers_et_fruitiers,1406,Peter,Seiler,"Hagenau, von",,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,Peter,Seyler,von Hagenöwe,Peter Seyler von Hagenöwe
53,conseiller_des_coltineurs_de_tonneaux,1406,Johanns,Mörlin,,,echevinat,corporation_des_coltineurs_de_tonneaux,Johans,Mörlin,,Johans Mörlin
54,conseiller_des_constructeurs_de_bateaux,1406,Lienhart,Bobst,,,echevinat,corporation_des_constructeurs_de_bateaux,Lienhart,Bobest,,Lienhart Bobest
55,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,1406,Johanns,"Dürningen, von",,,echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,Johans,von Dürningen,,Johans von Dürningen
