,magistrature,AnnéeMagistrature,prénom,nom,surnom,genName,corps civique,corporation,prénomNN,nomNN,surnomNN,NomCompletNN
26,conseiller_des_bateliers,1425,Johanns,Ammelung,,,echevinat,corporation_des_bateliers,Hanns,Ammelung,,Hanns Ammelung
27,conseiller_des_pelletiers,1425,Johanns,"Hellen, zur",,,echevinat,corporation_des_pelletiers,Hanns,zͦuͦr Hellen,,Hanns zͦuͦr Hellen
28,conseiller_des_charpentiers,1425,Dietrich,Klein,,,echevinat,corporation_des_charpentiers,Dietrich,Clein,,Dietrich Clein
29,conseiller_des_crieurs_et_mesureurs_de_vin,1425,Johanns,Kühne,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,Hanns,Cͦuͦn,,Hanns Cͦuͦn
30,conseiller_des_cordonniers,1425,Küntz,Heide,,,echevinat,corporation_des_cordonniers,Cuͦntz,Heiden,,Cuͦntz Heiden
31,conseiller_des_orfevres,1425,Johanns,Stacheler,,,echevinat,corporation_des_orfevres,Hanns,Staheler,,Hanns Staheler
32,conseiller_des_marchands_de_grains,1425,Claus,Melbrühe,,,echevinat,corporation_des_marchands_de_grains,Claus,Melbruͤge,,her Claus Melbruͤge
33,conseiller_des_jardiniers,1425,Claus,Egen,,,echevinat,corporation_des_jardiniers,Claus,Egen,,Claus Egen
34,conseiller_des_pêcheurs,1425,Claus,Büttener,,,echevinat,corporation_des_pêcheurs,Claus,Bùttener,,Claus Bùttener
35,conseiller_des_barbiers_et_baigneurs,1425,Peter,Rohrer,,,echevinat,corporation_des_barbiers_et_baigneurs,Peter,Rorer,,Peter Rorer
36,conseiller_des_sauniers,1425,Johanns,Messer,,der eilter,echevinat,corporation_des_sauniers,Hanns,Messer,,Hanns Messer der eilter
37,conseiller_des_tisserands,1425,Diebolt,"Basel, von",,,echevinat,corporation_des_tisserands,Diebolt,von Basel,,Diebolt von Basel
38,conseiller_des_gourmets_et_courtiers,1425,Walther,"Hochfelden, von",,,echevinat,corporation_des_gourmets_et_courtiers,Walther,von Hochvelden,,Walther von Hochvelden
39,conseiller_des_charrons,1425,Hug,Dreitzehn,,,echevinat,corporation_des_charrons,Hug,xiij,,her Hug xiij
40,conseiller_des_regrattiers_cordiers_et_fruitiers,1425,Heintz,Burkhart,,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,Heintz,Burckart,,Heintz Burckart
41,conseiller_des_coltineurs_de_tonneaux,1425,Küntz,Voltz,,,echevinat,corporation_des_coltineurs_de_tonneaux,Cuͦntz,Voltz,,Cuͦntz Voltz
42,conseiller_des_constructeurs_de_bateaux,1425,Johanns,Obrecht,,,echevinat,corporation_des_constructeurs_de_bateaux,Hannß,Obreht,,Hannß Obreht
43,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,1425,Gebhart,,,,echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,Gabhart,,,Gabhart der duͦchscherer
