,magistrature,AnnéeMagistrature,prénom,nom,surnom,genName,corps civique,corporation,prénomNN,nomNN,NomCompletNN
32,conseiller_des_marchands_de_grains,1421,Behremann,Nüffer,,,echevinat,corporation_des_marchands_de_grains,Berman,von Nùfer,Berman von Nùfer
33,conseiller_des_jardiniers,1421,Claus,Spete,,,echevinat,corporation_des_jardiniers,Claus,Spete,Claus Spete
34,conseiller_des_pêcheurs,1421,Johanns,Lamb,,,echevinat,corporation_des_pêcheurs,Hanns,Lamb,Hanns Lamb
35,conseiller_des_barbiers_et_baigneurs,1421,Oswalt,,,,echevinat,corporation_des_barbiers_et_baigneurs,Oswalt,,Oswalt der bader
36,conseiller_des_sauniers,1421,Andres,Schmerwer,,,echevinat,corporation_des_sauniers,Andres,Smerwer,Andres Smerwer
37,conseiller_des_tisserands,1421,Heinrich,Lichtenberg,,,echevinat,corporation_des_tisserands,Heinrich,Lichtemberg,Heinrich Lichtemberg
38,conseiller_des_gourmets_et_courtiers,1421,Oberlin,Harrer,,,echevinat,corporation_des_gourmets_et_courtiers,Oberlin,Harrer,Oberlin Harrer
39,conseiller_des_charrons,1421,Hug,Dreitzehn,,,echevinat,corporation_des_charrons,Hug,Dritzehen,her Hug Dritzehen
40,conseiller_des_regrattiers_cordiers_et_fruitiers,1421,Claus,Dettwiller,,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,Claus,Detwilre,Claus Detwilre
41,conseiller_des_coltineurs_de_tonneaux,1421,Adam,Mentzer,,,echevinat,corporation_des_coltineurs_de_tonneaux,Adam,Mentzer,Adam Mentzer
42,conseiller_des_constructeurs_de_bateaux,1421,Johanns,Klige,,,echevinat,corporation_des_constructeurs_de_bateaux,Hanns,Klye,Hanns Klye
43,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,1421,Bechtolt,,,,echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,Berhtolt,,Berhtolt der mùller
