,magistrature,AnnéeMagistrature,prénom,nom,surnom,genName,corps civique,corporation,prénomNN,nomNN,surnomNN,NomCompletNN
24,conseiller_des_tailleurs,1427,Peter,Stoltz,,,echevinat,corporation_des_tailleurs,Peter,Stoltz,,Peter Stoltz
25,conseiller_des_bateliers,1427,Johanns,Lumbart,,,echevinat,corporation_des_bateliers,Hanns,Lumbart,,her Hanns Lumbart
26,conseiller_des_pelletiers,1427,Heintz,Seelose,,,echevinat,corporation_des_pelletiers,Heintzman,Selose,,Heintzman Selose
27,conseiller_des_charpentiers,1427,Claus,"Oberkirch, von",,,echevinat,corporation_des_charpentiers,Claus,von Oberkirch,,Claus von Oberkirch
28,conseiller_des_crieurs_et_mesureurs_de_vin,1427,Johanns,Meiger,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,Hanns,Meyger,,Hanns Meyger
29,conseiller_des_cordonniers,1427,Claus,Regesheim,,,echevinat,corporation_des_cordonniers,Claus,Regesheim,,Claus Regesheim
30,conseiller_des_orfevres,1427,Marx,Hüter,,,echevinat,corporation_des_orfevres,Marx,Huͤter,,Marx Huͤter
31,conseiller_des_marchands_de_grains,1427,Claus,Melbrühe,,,echevinat,corporation_des_marchands_de_grains,Claus,Melbruͤge,,her Claus Melbruͤge
32,conseiller_des_jardiniers,1427,Burkhart,Müntzer,,,echevinat,corporation_des_jardiniers,Burckart,Mͦuͦntzer,,Burckart Mͦuͦntzer
33,conseiller_des_pêcheurs,1427,Johanns,Würsel,,,echevinat,corporation_des_pêcheurs,Hanns,Wùrsel,,Hanns Wùrsel
34,conseiller_des_barbiers_et_baigneurs,1427,Oswalt,Bader,,,echevinat,corporation_des_barbiers_et_baigneurs,Oswalt,Bader,,Oswalt Bader
35,conseiller_des_sauniers,1427,Walther,Grünwalt,,,echevinat,corporation_des_sauniers,Walther,Gruͤnwalt,,Walther Gruͤnwalt
36,conseiller_des_tisserands,1427,Diebolt,"Basel, von",,,echevinat,corporation_des_tisserands,Diebolt,von Basel,,Diebolt von Basel
37,conseiller_des_gourmets_et_courtiers,1427,Küntz,Schindeler,,,echevinat,corporation_des_gourmets_et_courtiers,Cuͦntz,Schyndeler,,Cuͦntz Schyndeler
38,conseiller_des_charrons,1427,Andres,"Herde, von",,,echevinat,corporation_des_charrons,Andres,von Herden,,Andres von Herden
39,conseiller_des_regrattiers_cordiers_et_fruitiers,1427,Hug,"Bergheim, von",,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,Hug,von Bergheim,,Hug von Bergheim
40,conseiller_des_coltineurs_de_tonneaux,1427,Adam,Mentzer,,,echevinat,corporation_des_coltineurs_de_tonneaux,Adam,Mentzer,,Adam Mentzer
41,conseiller_des_constructeurs_de_bateaux,1427,Küntz,Altheim,,,echevinat,corporation_des_constructeurs_de_bateaux,Cuͦntz,Altheim,,Cuͦntz Altheim
42,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,1427,Thoman,Müller,,,echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,Thoman,Mùller,,Thoman Mùller
