,magistrature,AnnéeMagistrature,prénom,nom,surnom,genName,corps civique,corporation,prénomNN,nomNN,surnomNN,NomCompletNN
28,conseiller_des_crieurs_et_mesureurs_de_vin,1448,Johanns,Studel,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,Hanns,Stùdel,,Hanns Stùdel
29,conseiller_des_cordonniers,1448,Johanns,"Zweibrücken, von",,,echevinat,corporation_des_cordonniers,Hanns,von Zweibrùcken,,Hanns von Zweibrùcken
30,conseiller_des_orfevres,1448,Martin,Ernst,,,echevinat,corporation_des_orfevres,Martin,Ernst,,Martin Ernst
31,conseiller_des_marchands_de_grains,1448,Johanns,Melbrühe,,,echevinat,corporation_des_marchands_de_grains,Hanns,Melbruͤ,,Hanns Melbruͤ
32,conseiller_des_jardiniers,1448,Johanns,Trense,,,echevinat,corporation_des_jardiniers,Hanns,Trense,,Hanns Trense
33,conseiller_des_pêcheurs,1448,Michel,Sundheim,,,echevinat,corporation_des_pêcheurs,Michel,Suntheim,,Michel Suntheim
34,conseiller_des_barbiers_et_baigneurs,1448,Johanns,,"Schluch, im",,echevinat,corporation_des_barbiers_et_baigneurs,Hanns,,im sluch,Hanns im sluch
35,conseiller_des_sauniers,1448,Johanns,Trachenfeils,,,echevinat,corporation_des_sauniers,Hanns,Trachenfeils,,Hanns Trachenfeils
36,conseiller_des_tisserands,1448,Johanns,Spiegel,,,echevinat,corporation_des_tisserands,Hanns,Spiegel,,Hanns Spiegel
37,conseiller_des_gourmets_et_courtiers,1448,Diebolt,Brant,,,echevinat,corporation_des_gourmets_et_courtiers,Diebolt,Brant,,Diebolt Brant
38,conseiller_des_charrons,1448,Johanns,Träger,,,echevinat,corporation_des_charrons,Hanns,Treger,,Hanns Treger
39,conseiller_des_regrattiers_cordiers_et_fruitiers,1448,Johanns,Schwencker,,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,Hanns,Swencker,,Hanns Swencker
40,conseiller_des_coltineurs_de_tonneaux,1448,Johanns,Paulus,,,echevinat,corporation_des_coltineurs_de_tonneaux,Hanns,Paulus,,Hanns Paulus
41,conseiller_des_constructeurs_de_bateaux,1448,Diebolt,Hettemann,,,echevinat,corporation_des_constructeurs_de_bateaux,Diebolt,Hetteman,,Diebolt Hetteman
42,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,1448,Claus,Freund,,,echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,Claus,Frùnd,,Claus Frùnd der mùller
