,magistrature,AnnéeMagistrature,prénom,nom,surnom,genName,corps civique,corporation,prénomNN,nomNN,surnomNN,NomCompletNN
46,conseiller_des_jardiniers,1400,Andres,Nattener,,,echevinat,corporation_des_jardiniers,Andres,Nattener,,Andres Nattener
47,conseiller_des_pêcheurs,1400,Johanns,Schwicker,,,echevinat,corporation_des_pêcheurs,Johanns,Swicker,,Johanns Swicker
48,conseiller_des_barbiers_et_baigneurs,1400,Heintz,Aler,,,echevinat,corporation_des_barbiers_et_baigneurs,Heintzman,Aler,,Heintzman Aler
49,conseiller_des_sauniers,1400,Ulrich,Gosse,,,echevinat,corporation_des_sauniers,Ülrich,Gosse,,her Ülrich Gosse
50,conseiller_des_tisserands,1400,Claus,"Ingenheim, von",,,echevinat,corporation_des_tisserands,Claus,von Ingenheim,,Claus von Ingenheim
51,conseiller_des_gourmets_et_courtiers,1400,Johanns,Diether,,,echevinat,corporation_des_gourmets_et_courtiers,Hanns,Diether,,Hanns Diether
52,conseiller_des_charrons,1400,Claus,Dingsheim,,,echevinat,corporation_des_charrons,Claus,Dingesheim,,Claus Dingesheim
53,conseiller_des_regrattiers_cordiers_et_fruitiers,1400,Peter,"Hagenau, von",,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,Peter,von Hagenöwe,,Peter von Hagenöwe
54,conseiller_des_coltineurs_de_tonneaux,1400,Küntz,Stachel,,,echevinat,corporation_des_coltineurs_de_tonneaux,Cüntz,Stahel,,Cüntz Stahel
55,conseiller_des_constructeurs_de_bateaux,1400,Hug,Klige,"Staden, am",,echevinat,corporation_des_constructeurs_de_bateaux,Hug,Klye,am Staden,Hug Klye am Staden
56,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,1400,Walther,Rhinau,,,echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,Walther,Rynöwe,,Walther Rynöwe
