,magistrature,AnnéeMagistrature,prénom,nom,surnom,genName,corps civique,corporation,prénomNN,nomNN,NomCompletNN
23,conseiller_des_forgerons,1458,Johanns,Weidemann,,,echevinat,corporation_des_forgerons,Hanns,Wideman,Hanns Wideman
24,conseiller_des_tailleurs,1458,Bechtolt,Dolle,,,echevinat,corporation_des_tailleurs,Berhtolt,Dolle,Berhtolt Dolle
25,conseiller_des_bateliers,1458,Obrecht,Schalk,,,echevinat,corporation_des_bateliers,Obreht,Schalck,her Obreht Schalck altammeister
26,conseiller_des_pelletiers,1458,Claus,Wissensee,,,echevinat,corporation_des_pelletiers,Claus,Wissensee,Claus Wissensee
27,conseiller_des_charpentiers,1458,Michel,Rippel,,,echevinat,corporation_des_charpentiers,Michel,Ripel,Michel Ripel
28,conseiller_des_crieurs_et_mesureurs_de_vin,1458,Claus,Beingewant,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,Claus,Beingewant,Claus Beingewant
29,conseiller_des_cordonniers,1458,Diebolt,Hennenberg,,,echevinat,corporation_des_cordonniers,Diebolt,Hennenberg,Diebolt Hennenberg
30,conseiller_des_orfevres,1458,Johanns,Ross,,,echevinat,corporation_des_orfevres,Hanns,Roß,Hanns Roß
31,conseiller_des_marchands_de_grains,1458,Johanns,Melbrühe,,,echevinat,corporation_des_marchands_de_grains,Hanns,Melbruͤ,her Hanns Melbruͤ altammeister
32,conseiller_des_jardiniers,1458,Johanns,Spete,,,echevinat,corporation_des_jardiniers,Hanns,Spete,Hanns Spete
33,conseiller_des_pêcheurs,1458,Sifrit,Helwig,,,echevinat,corporation_des_pêcheurs,Syfrit,Helwig,Syfrit Helwig
34,conseiller_des_barbiers_et_baigneurs,1458,Peter,Schiesel,,,echevinat,corporation_des_barbiers_et_baigneurs,Peter,Schiesel,Peter Schiesel
35,conseiller_des_sauniers,1458,Johanns,Herbst,,,echevinat,corporation_des_sauniers,Hanns,Herbst,Hanns Herbst
36,conseiller_des_tisserands,1458,Claus,Wolle,,,echevinat,corporation_des_tisserands,Claus,Wolle,Claus Wolle
37,conseiller_des_gourmets_et_courtiers,1458,Johanns,"Dalheim, von",,,echevinat,corporation_des_gourmets_et_courtiers,Hanns,von Dalheim,Hanns von Dalheim
38,conseiller_des_charrons,1458,Claus,Dreitzehn,,,echevinat,corporation_des_charrons,Claus,Dritzen,Claus Dritzen
39,conseiller_des_regrattiers_cordiers_et_fruitiers,1458,Andres,"Gemersheim, von",,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,Andres,von Gemer,Andres von Gemer
40,conseiller_des_coltineurs_de_tonneaux,1458,Symont,Förster,,,echevinat,corporation_des_coltineurs_de_tonneaux,Symont,Voͤrster,Symont Voͤrster
41,conseiller_des_constructeurs_de_bateaux,1458,Konrat,Klige,,,echevinat,corporation_des_constructeurs_de_bateaux,Conrat,Klye,Conrat Klye
42,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,1458,Peter,Lot,,,echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,Peter,Lot,Peter Lot
